2024-07-29	MESH5.CME_20250616.txt   	35          	28
2024-07-30	MESH5.CME_20250616.txt   	68          	52
2024-07-31	MESH5.CME_20250616.txt   	75          	55
2024-08-01	MESH5.CME_20250616.txt   	118         	106
2024-08-02	MESH5.CME_20250616.txt   	249         	168
2024-08-03	NO_DATA                  	0           	0
2024-08-04	MESH5.CME_20250616.txt   	11          	8
2024-08-05	MESH5.CME_20250616.txt   	381         	175
2024-08-06	MESH5.CME_20250616.txt   	157         	118
2024-08-07	MESH5.CME_20250616.txt   	308         	143
2024-08-08	MESH5.CME_20250616.txt   	130         	94
2024-08-09	MESH5.CME_20250616.txt   	100         	55
2024-08-10	NO_DATA                  	0           	0
2024-08-11	MESH5.CME_20250616.txt   	2           	2
2024-08-12	MESH5.CME_20250616.txt   	56          	33
2024-08-13	MESH5.CME_20250616.txt   	117         	85
2024-08-14	MESH5.CME_20250616.txt   	69          	44
2024-08-15	MESH5.CME_20250616.txt   	69          	56
2024-08-16	MESH5.CME_20250616.txt   	56          	42
2024-08-17	NO_DATA                  	0           	0
2024-08-18	MESH5.CME_20250616.txt   	5           	4
2024-08-19	MESH5.CME_20250616.txt   	52          	48
2024-08-20	MESH5.CME_20250616.txt   	65          	54
2024-08-21	MESH5.CME_20250616.txt   	94          	67
2024-08-22	MESH5.CME_20250616.txt   	70          	60
2024-08-23	MESH5.CME_20250616.txt   	95          	81
2024-08-24	NO_DATA                  	0           	0
2024-08-25	MESH5.CME_20250616.txt   	3           	3
2024-08-26	MESH5.CME_20250616.txt   	77          	70
2024-08-27	MESH5.CME_20250616.txt   	56          	44
2024-08-28	MESH5.CME_20250616.txt   	93          	85
2024-08-29	MESH5.CME_20250616.txt   	239         	155
2024-08-30	MESH5.CME_20250616.txt   	85          	75
2024-08-31	NO_DATA                  	0           	0
2024-09-01	NO_DATA                  	0           	0
2024-09-02	MESH5.CME_20250616.txt   	48          	37
2024-09-03	MESH5.CME_20250616.txt   	192         	165
2024-09-04	MESH5.CME_20250616.txt   	175         	141
2024-09-05	MESH5.CME_20250616.txt   	205         	174
2024-09-06	MESH5.CME_20250616.txt   	469         	300
2024-09-07	NO_DATA                  	0           	0
2024-09-08	MESH5.CME_20250616.txt   	10          	10
2024-09-09	MESH5.CME_20250616.txt   	174         	121
2024-09-10	MESH5.CME_20250616.txt   	145         	108
2024-09-11	MESH5.CME_20250616.txt   	290         	219
2024-09-12	MESH5.CME_20250616.txt   	148         	110
2024-09-13	MESH5.CME_20250616.txt   	217         	149
2024-09-14	NO_DATA                  	0           	0
2024-09-15	MESH5.CME_20250616.txt   	178         	21
2024-09-16	MESH5.CME_20250616.txt   	236         	110
2024-09-17	MESH5.CME_20250616.txt   	292         	231
2024-09-18	MESH5.CME_20250616.txt   	406         	301
2024-09-19	MESH5.CME_20250616.txt   	771         	573
2024-09-20	MESH5.CME_20250616.txt   	822         	586
2024-09-21	NO_DATA                  	0           	0
2024-09-22	MESH5.CME_20250616.txt   	61          	34
2024-09-23	MESH5.CME_20250616.txt   	1,119       	522
2024-09-24	MESH5.CME_20250616.txt   	1,381       	741
2024-09-25	MESH5.CME_20250616.txt   	770         	488
2024-09-26	MESH5.CME_20250616.txt   	1,033       	681
2024-09-27	MESH5.CME_20250616.txt   	615         	394
2024-09-28	NO_DATA                  	0           	0
2024-09-29	MESH5.CME_20250616.txt   	66          	50
2024-09-30	MESH5.CME_20250616.txt   	761         	505
2024-10-01	MESH5.CME_20250616.txt   	1,369       	884
2024-10-02	MESH5.CME_20250616.txt   	813         	538
2024-10-03	MESH5.CME_20250616.txt   	855         	577
2024-10-04	MESH5.CME_20250616.txt   	1,084       	698
2024-10-05	NO_DATA                  	0           	0
2024-10-06	MESH5.CME_20250616.txt   	44          	31
2024-10-07	MESH5.CME_20250616.txt   	781         	558
2024-10-08	MESH5.CME_20250616.txt   	983         	593
2024-10-09	MESH5.CME_20250616.txt   	1,167       	703
2024-10-10	MESH5.CME_20250616.txt   	1,093       	657
2024-10-11	MESH5.CME_20250616.txt   	1,093       	632
2024-10-12	NO_DATA                  	0           	0
2024-10-13	MESH5.CME_20250616.txt   	12          	11
2024-10-14	MESH5.CME_20250616.txt   	1,126       	656
2024-10-15	MESH5.CME_20250616.txt   	1,321       	752
2024-10-16	MESH5.CME_20250616.txt   	1,249       	548
2024-10-17	MESH5.CME_20250616.txt   	1,370       	807
2024-10-18	MESH5.CME_20250616.txt   	1,134       	566
2024-10-19	NO_DATA                  	0           	0
2024-10-20	MESH5.CME_20250616.txt   	43          	19
2024-10-21	MESH5.CME_20250616.txt   	854         	568
2024-10-22	MESH5.CME_20250616.txt   	1,016       	619
2024-10-23	MESH5.CME_20250616.txt   	1,080       	770
2024-10-24	MESH5.CME_20250616.txt   	804         	528
2024-10-25	MESH5.CME_20250616.txt   	1,002       	709
2024-10-26	NO_DATA                  	0           	0
2024-10-27	MESH5.CME_20250616.txt   	98          	57
2024-10-28	MESH5.CME_20250616.txt   	871         	435
2024-10-29	MESH5.CME_20250616.txt   	852         	564
2024-10-30	MESH5.CME_20250616.txt   	1,186       	750
2024-10-31	MESH5.CME_20250616.txt   	1,889       	1,200
2024-11-01	MESH5.CME_20250616.txt   	1,444       	848
2024-11-02	NO_DATA                  	0           	0
2024-11-03	MESH5.CME_20250616.txt   	43          	37
2024-11-04	MESH5.CME_20250616.txt   	1,030       	767
2024-11-05	MESH5.CME_20250616.txt   	1,272       	860
2024-11-06	MESH5.CME_20250616.txt   	3,210       	1,974
2024-11-07	MESH5.CME_20250616.txt   	1,512       	1,028
2024-11-08	MESH5.CME_20250616.txt   	1,379       	887
2024-11-09	NO_DATA                  	0           	0
2024-11-10	MESH5.CME_20250616.txt   	92          	46
2024-11-11	MESH5.CME_20250616.txt   	1,215       	721
2024-11-12	MESH5.CME_20250616.txt   	1,566       	956
2024-11-13	MESH5.CME_20250616.txt   	1,574       	920
2024-11-14	MESH5.CME_20250616.txt   	2,249       	1,186
2024-11-15	MESH5.CME_20250616.txt   	2,658       	1,571
2024-11-16	NO_DATA                  	0           	0
2024-11-17	MESH5.CME_20250616.txt   	50          	39
2024-11-18	MESH5.CME_20250616.txt   	1,834       	1,272
2024-11-19	MESH5.CME_20250616.txt   	2,606       	1,914
2024-11-20	MESH5.CME_20250616.txt   	2,504       	1,437
2024-11-21	MESH5.CME_20250616.txt   	4,800       	2,944
2024-11-22	MESH5.CME_20250616.txt   	2,633       	1,689
2024-11-23	NO_DATA                  	0           	0
2024-11-24	MESH5.CME_20250616.txt   	148         	96
2024-11-25	MESH5.CME_20250616.txt   	3,160       	2,219
2024-11-26	MESH5.CME_20250616.txt   	2,556       	1,810
2024-11-27	MESH5.CME_20250616.txt   	2,408       	1,561
2024-11-28	MESH5.CME_20250616.txt   	481         	350
2024-11-29	MESH5.CME_20250616.txt   	2,074       	1,446
2024-11-30	NO_DATA                  	0           	0
2024-12-01	MESH5.CME_20250616.txt   	127         	92
2024-12-02	MESH5.CME_20250616.txt   	3,003       	1,948
2024-12-03	MESH5.CME_20250616.txt   	2,513       	1,756
2024-12-04	MESH5.CME_20250616.txt   	4,863       	3,748
2024-12-05	MESH5.CME_20250616.txt   	3,917       	3,045
2024-12-06	MESH5.CME_20250616.txt   	6,084       	4,808
2024-12-07	NO_DATA                  	0           	0
2024-12-08	MESH5.CME_20250616.txt   	279         	171
2024-12-09	MESH5.CME_20250616.txt   	14,641      	13,052
2024-12-10	MESH5.CME_20250616.txt   	9,624       	8,535
2024-12-11	MESH5.CME_20250616.txt   	10,801      	9,047
2024-12-12	MESH5.CME_20250616.txt   	21,561      	18,046
2024-12-13	MESH5.CME_20250616.txt   	58,664      	47,131
2024-12-14	NO_DATA                  	0           	0
2024-12-15	MESH5.CME_20250616.txt   	4,753       	3,274
2024-12-16	MESH5.CME_20250616.txt   	393,289     	166,541
2024-12-17	MESH5.CME_20250616.txt   	634,445     	294,799
2024-12-18	MESH5.CME_20250616.txt   	1,309,103   	770,748
2024-12-19	MESH5.CME_20250616.txt   	1,106,090   	726,373
2024-12-20	MESH5.CME_20250616.txt   	1,271,121   	836,659
2024-12-21	NO_DATA                  	0           	0
2024-12-22	MESH5.CME_20250616.txt   	22,016      	14,341
2024-12-23	MESH5.CME_20250616.txt   	913,520     	506,621
2024-12-24	MESH5.CME_20250616.txt   	330,016     	176,713
2024-12-25	MESH5.CME_20250616.txt   	8,060       	4,949
2024-12-26	MESH5.CME_20250616.txt   	587,124     	334,767
2024-12-27	MESH5.CME_20250616.txt   	1,090,946   	582,105
2024-12-28	NO_DATA                  	0           	0
2024-12-29	MESH5.CME_20250616.txt   	16,255      	11,089
2024-12-30	MESH5.CME_20250616.txt   	930,668     	633,446
2024-12-31	MESH5.CME_20250616.txt   	959,670     	562,484
2025-01-01	MESH5.CME_20250616.txt   	18,245      	11,155
2025-01-02	MESH5.CME_20250616.txt   	1,189,912   	843,272
2025-01-03	MESH5.CME_20250616.txt   	764,308     	443,061
2025-01-04	NO_DATA                  	0           	0
2025-01-05	MESH5.CME_20250616.txt   	11,062      	7,783
2025-01-06	MESH5.CME_20250616.txt   	910,216     	504,504
2025-01-07	MESH5.CME_20250616.txt   	1,308,727   	685,319
2025-01-08	MESH5.CME_20250616.txt   	1,128,783   	751,171
2025-01-09	MESH5.CME_20250616.txt   	135,691     	87,461
2025-01-10	MESH5.CME_20250616.txt   	1,254,924   	857,182
2025-01-11	NO_DATA                  	0           	0
2025-01-12	MESH5.CME_20250616.txt   	23,561      	17,223
2025-01-13	MESH5.CME_20250616.txt   	1,136,709   	698,194
2025-01-14	MESH5.CME_20250616.txt   	1,274,820   	713,489
2025-01-15	MESH5.CME_20250616.txt   	955,424     	531,819
2025-01-16	MESH5.CME_20250616.txt   	1,094,910   	563,575
2025-01-17	MESH5.CME_20250616.txt   	909,544     	461,633
2025-01-18	NO_DATA                  	0           	0
2025-01-19	MESH5.CME_20250616.txt   	16,065      	10,374
2025-01-20	MESH5.CME_20250616.txt   	274,732     	186,045
2025-01-21	MESH5.CME_20250616.txt   	812,475     	473,020
2025-01-22	MESH5.CME_20250616.txt   	655,218     	315,094
2025-01-23	MESH5.CME_20250616.txt   	681,770     	317,170
2025-01-24	MESH5.CME_20250616.txt   	734,181     	353,703
2025-01-25	NO_DATA                  	0           	0
2025-01-26	MESH5.CME_20250616.txt   	29,986      	18,514
2025-01-27	MESH5.CME_20250616.txt   	1,515,308   	905,259
2025-01-28	MESH5.CME_20250616.txt   	955,301     	512,306
2025-01-29	MESH5.CME_20250616.txt   	1,000,188   	609,473
2025-01-30	MESH5.CME_20250616.txt   	1,139,849   	604,397
2025-01-31	MESH5.CME_20250616.txt   	1,223,834   	632,165
2025-02-01	NO_DATA                  	0           	0
2025-02-02	MESH5.CME_20250616.txt   	83,851      	56,904
2025-02-03	MESH5.CME_20250616.txt   	1,415,424   	982,177
2025-02-04	MESH5.CME_20250616.txt   	899,216     	523,649
2025-02-05	MESH5.CME_20250616.txt   	854,207     	438,686
2025-02-06	MESH5.CME_20250616.txt   	763,801     	419,430
2025-02-07	MESH5.CME_20250616.txt   	1,152,143   	682,513
2025-02-08	NO_DATA                  	0           	0
2025-02-09	MESH5.CME_20250616.txt   	35,205      	23,222
2025-02-10	MESH5.CME_20250616.txt   	719,380     	365,134
2025-02-11	MESH5.CME_20250616.txt   	759,490     	383,358
2025-02-12	MESH5.CME_20250616.txt   	1,111,143   	595,090
2025-02-13	MESH5.CME_20250616.txt   	988,446     	540,632
2025-02-14	MESH5.CME_20250616.txt   	680,426     	337,402
2025-02-15	NO_DATA                  	0           	0
2025-02-16	MESH5.CME_20250616.txt   	9,020       	6,157
2025-02-17	MESH5.CME_20250616.txt   	109,309     	66,792
2025-02-18	MESH5.CME_20250616.txt   	727,194     	347,430
2025-02-19	MESH5.CME_20250616.txt   	735,299     	335,724
2025-02-20	MESH5.CME_20250616.txt   	954,383     	454,044
2025-02-21	MESH5.CME_20250616.txt   	1,260,637   	598,553
2025-02-22	NO_DATA                  	0           	0
2025-02-23	MESH5.CME_20250616.txt   	26,458      	17,206
2025-02-24	MESH5.CME_20250616.txt   	1,287,226   	667,500
2025-02-25	MESH5.CME_20250616.txt   	1,671,641   	861,997
2025-02-26	MESH5.CME_20250616.txt   	1,453,902   	767,981
2025-02-27	MESH5.CME_20250616.txt   	1,828,124   	1,078,389
2025-02-28	MESH5.CME_20250616.txt   	1,821,251   	1,142,623
2025-03-01	NO_DATA                  	0           	0
2025-03-02	MESH5.CME_20250616.txt   	31,274      	20,185
2025-03-03	MESH5.CME_20250616.txt   	1,893,812   	1,156,072
2025-03-04	MESH5.CME_20250616.txt   	2,146,431   	1,513,871
2025-03-05	MESH5.CME_20250616.txt   	1,764,049   	1,326,212
2025-03-06	MESH5.CME_20250616.txt   	1,931,294   	1,308,229
2025-03-07	MESH5.CME_20250616.txt   	1,822,914   	1,397,344
2025-03-08	NO_DATA                  	0           	0
2025-03-09	MESH5.CME_20250616.txt   	68,374      	47,480
2025-03-10	MESH5.CME_20250616.txt   	2,240,263   	1,373,580
2025-03-11	MESH5.CME_20250616.txt   	2,192,525   	1,681,777
2025-03-12	MESH5.CME_20250616.txt   	1,727,990   	1,143,407
2025-03-13	MESH5.CME_20250616.txt   	1,933,200   	1,126,126
2025-03-14	MESH5.CME_20250616.txt   	1,458,086   	776,030
2025-03-15	NO_DATA                  	0           	0
2025-03-16	MESH5.CME_20250616.txt   	33,729      	28,663
2025-03-17	MESM5.CME_20250616.txt   	1,066,180   	569,712
2025-03-18	MESM5.CME_20250616.txt   	1,199,217   	709,304
2025-03-19	MESM5.CME_20250616.txt   	1,324,007   	730,683
2025-03-20	MESM5.CME_20250616.txt   	1,343,075   	756,151
2025-03-21	MESM5.CME_20250616.txt   	1,259,029   	745,596
2025-03-22	NO_DATA                  	0           	0
2025-03-23	MESM5.CME_20250616.txt   	32,940      	20,592
2025-03-24	MESM5.CME_20250616.txt   	845,181     	468,436
2025-03-25	MESM5.CME_20250616.txt   	768,210     	438,400
2025-03-26	MESM5.CME_20250616.txt   	1,107,719   	642,831
2025-03-27	MESM5.CME_20250616.txt   	1,194,446   	708,784
2025-03-28	MESM5.CME_20250616.txt   	1,243,299   	708,724
2025-03-29	NO_DATA                  	0           	0
2025-03-30	MESM5.CME_20250616.txt   	46,361      	34,308
2025-03-31	MESM5.CME_20250616.txt   	1,681,316   	939,917
2025-04-01	MESM5.CME_20250616.txt   	1,607,537   	904,015
2025-04-02	MESM5.CME_20250616.txt   	2,016,226   	1,167,224
2025-04-03	MESM5.CME_20250616.txt   	1,934,401   	1,350,682
2025-04-04	MESM5.CME_20250616.txt   	2,579,788   	2,175,691
2025-04-05	NO_DATA                  	0           	0
2025-04-06	MESM5.CME_20250616.txt   	202,283     	160,301
2025-04-07	MESM5.CME_20250616.txt   	3,597,970   	3,181,393
2025-04-08	MESM5.CME_20250616.txt   	2,845,840   	2,389,491
2025-04-09	MESM5.CME_20250616.txt   	3,002,155   	2,666,136
2025-04-10	MESM5.CME_20250616.txt   	2,925,982   	2,588,783
2025-04-11	MESM5.CME_20250616.txt   	2,169,227   	1,908,183
2025-04-12	NO_DATA                  	0           	0
2025-04-13	MESM5.CME_20250616.txt   	84,484      	76,935
2025-04-14	MESM5.CME_20250616.txt   	1,673,820   	1,292,361
2025-04-15	MESM5.CME_20250616.txt   	1,499,112   	1,034,600
2025-04-16	MESM5.CME_20250616.txt   	1,774,036   	1,250,076
2025-04-17	MESM5.CME_20250616.txt   	1,531,740   	1,177,246
2025-04-18	NO_DATA                  	0           	0
2025-04-19	NO_DATA                  	0           	0
2025-04-20	MESM5.CME_20250616.txt   	45,749      	34,818
2025-04-21	MESM5.CME_20250616.txt   	1,370,270   	833,233
2025-04-22	MESM5.CME_20250616.txt   	1,687,408   	1,074,778
2025-04-23	MESM5.CME_20250616.txt   	1,758,995   	1,379,375
2025-04-24	MESM5.CME_20250616.txt   	1,577,370   	951,342
2025-04-25	MESM5.CME_20250616.txt   	1,440,526   	951,804
2025-04-26	NO_DATA                  	0           	0
2025-04-27	MESM5.CME_20250616.txt   	34,386      	26,745
2025-04-28	MESM5.CME_20250616.txt   	1,213,576   	832,713
2025-04-29	MESM5.CME_20250616.txt   	1,006,130   	667,420
2025-04-30	MESM5.CME_20250616.txt   	1,830,938   	1,155,214
2025-05-01	MESM5.CME_20250616.txt   	1,315,996   	836,719
2025-05-02	MESM5.CME_20250616.txt   	1,284,779   	809,730
2025-05-03	NO_DATA                  	0           	0
2025-05-04	MESM5.CME_20250616.txt   	41,372      	29,679
2025-05-05	MESM5.CME_20250616.txt   	1,011,341   	594,112
2025-05-06	MESM5.CME_20250616.txt   	1,381,680   	812,091
2025-05-07	MESM5.CME_20250616.txt   	1,271,313   	921,042
2025-05-08	MESM5.CME_20250616.txt   	1,387,788   	889,207
2025-05-09	MESM5.CME_20250616.txt   	1,119,184   	651,003
2025-05-10	NO_DATA                  	0           	0
2025-05-11	MESM5.CME_20250616.txt   	74,357      	51,261
2025-05-12	MESM5.CME_20250616.txt   	1,445,722   	820,176
2025-05-13	MESM5.CME_20250616.txt   	1,046,712   	597,738
2025-05-14	MESM5.CME_20250616.txt   	1,103,030   	621,460
2025-05-15	MESM5.CME_20250616.txt   	1,099,441   	620,250
2025-05-16	MESM5.CME_20250616.txt   	873,537     	502,997
2025-05-17	NO_DATA                  	0           	0
2025-05-18	MESM5.CME_20250616.txt   	40,627      	29,335
2025-05-19	MESM5.CME_20250616.txt   	1,093,054   	603,698
2025-05-20	MESM5.CME_20250616.txt   	1,114,672   	561,253
2025-05-21	MESM5.CME_20250616.txt   	1,727,006   	928,141
2025-05-22	MESM5.CME_20250616.txt   	1,366,544   	749,255
2025-05-23	MESM5.CME_20250616.txt   	1,505,750   	885,444
2025-05-24	NO_DATA                  	0           	0
2025-05-25	MESM5.CME_20250616.txt   	45,334      	37,679
2025-05-26	MESM5.CME_20250616.txt   	177,615     	124,412
2025-05-27	MESM5.CME_20250616.txt   	841,060     	462,056
2025-05-28	MESM5.CME_20250616.txt   	1,097,443   	599,554
2025-05-29	MESM5.CME_20250616.txt   	1,300,297   	755,410
2025-05-30	MESM5.CME_20250616.txt   	1,376,402   	778,831
2025-05-31	NO_DATA                  	0           	0
2025-06-01	MESM5.CME_20250616.txt   	29,163      	19,948
2025-06-02	MESM5.CME_20250616.txt   	953,426     	582,598
2025-06-03	MESM5.CME_20250616.txt   	890,929     	461,530
2025-06-04	MESM5.CME_20250616.txt   	877,118     	481,420
2025-06-05	MESM5.CME_20250616.txt   	1,610,728   	831,538
2025-06-06	MESM5.CME_20250616.txt   	1,045,146   	564,755
2025-06-07	NO_DATA                  	0           	0
2025-06-08	MESM5.CME_20250616.txt   	39,861      	25,188
2025-06-09	MESM5.CME_20250616.txt   	816,553     	392,298
2025-06-10	MESM5.CME_20250616.txt   	1,044,162   	491,307
2025-06-11	MESM5.CME_20250616.txt   	1,419,252   	716,431
2025-06-12	MESM5.CME_20250616.txt   	1,187,406   	558,724
2025-06-13	MESM5.CME_20250616.txt   	1,388,559   	1,094,376
2025-06-14	NO_DATA                  	0           	0
2025-06-15	MESU5.CME_20250616.txt   	42,556      	36,168
2025-06-16	MESU5.CME_20250616.txt   	630,902     	359,987
